10000 49983
9087 2853
46 2139 16
46 3179 43
46 4305 40
46 6801 5
47 5112 44
47 5415 9
47 6225 8
47 8613 20
48 3567 47
49 881 12
49 4636 33
49 6761 25
50 122 50
50 3371 38
50 3764 24
50 9886 29
51 1181 11
51 1778 4
51 2714 17
51 4589 0
51 6124 49
51 7116 27
52 2198 15
52 3904 10
52 5130 6
52 5626 6
53 865 44
53 1910 2
53 2721 23
53 3780 9
53 4988 2
53 5560 22
53 8883 50
53 9639 4
54 1955 0
54 7088 7
54 9844 8
55 3428 1
55 4296 32
55 8780 11
55 9535 44
56 3383 11
56 4586 41
56 5037 31
56 5969 25
56 7666 48
56 8204 39
57 4047 28
57 4222 36
57 4935 12
57 6825 36
57 9168 29
57 9690 9
58 5694 16
58 5972 34
58 6428 19
58 9581 21
58 9719 10
59 170 21
59 269 15
59 1056 34
59 1066 41
59 1379 41
59 1609 48
59 2004 22
59 4022 17
59 8066 32
59 8198 2
60 966 25
60 9136 4
61 2024 8
61 4140 8
61 4862 49
61 5119 20
61 5660 1
62 743 20
62 2051 0
62 2116 50
62 4483 26
62 6037 11
62 7242 35
63 438 14
63 2665 9
63 3081 4
63 3292 14
63 6115 27
63 8437 24
64 747 27
64 1610 41
64 3984 7
64 9295 30
65 4391 44
65 8737 24
65 8875 11
65 9662 19
66 2380 31
66 3022 20
66 3483 13
66 4510 32
66 4751 3
66 8831 18
67 418 3
67 1156 44
67 2410 39
67 2855 41
67 3919 36
67 7190 43
67 7404 30
68 9665 32
69 146 7
69 1371 49
69 4976 45
69 6775 19
69 7847 18
70 5297 42
70 8053 8
70 8156 12
71 752 27
71 1022 17
71 1545 3
71 5560 0
71 9279 41
72 1469 46
72 4112 15
72 4576 40
72 4807 5
72 7073 25
72 8354 19
72 8507 37
72 8849 15
73 444 46
73 610 9
73 726 7
73 878 32
73 2365 16
73 9008 35
74 1310 38
74 4859 22
74 5292 38
74 7437 8
74 9814 22
75 139 25
75 1219 31
75 2134 2
75 3843 17
75 5795 38
75 7809 43
75 9806 12
76 291 31
76 2733 17
76 2790 47
76 4835 13
77 1453 43
77 3964 34
77 3986 8
77 5027 47
78 3913 32
78 7932 36
78 9442 23
79 3647 11
79 7250 46
79 7333 9
79 9526 8
80 534 28
80 1750 24
80 3333 23
80 6082 8
80 7165 7
80 7339 27
80 8608 20
81 721 50
81 4231 20
81 6412 31
81 7551 16
81 8693 6
81 9655 34
82 2562 22
82 4696 2
82 4755 36
82 8442 42
82 9638 27
83 297 35
83 1777 40
83 3819 4
83 5505 1
83 9138 45
84 545 3
84 9599 49
85 623 7
85 9162 39
86 1850 24
86 4129 13
86 7635 6
86 8804 17
86 9215 1
86 9251 39
87 116 50
87 1368 21
87 7215 1
88 619 15
88 799 8
88 2802 45
89 711 16
89 2375 6
89 5180 48
89 6169 42
89 6537 12
89 7357 23
89 7747 9
89 9033 13
89 9046 4
89 9726 16
90 2105 21
90 9452 31
91 1116 48
91 3044 25
91 4280 13
91 4536 25
91 5511 8
91 6216 12
91 6337 24
91 6350 47
91 8026 20
91 8717 6
91 9265 8
91 9846 24
92 1115 45
92 2809 10
92 5364 39
92 5495 43
92 5643 36
92 5732 28
92 6808 19
92 8834 25
92 8849 19
92 9114 46
93 2032 15
93 4484 50
93 6543 34
93 7587 10
93 9881 1
94 916 26
94 1285 38
94 4518 21
94 4744 46
94 5061 40
94 5551 8
94 6551 45
94 7187 17
94 7348 12
94 9047 22
95 3799 46
95 5658 11
95 5767 43
95 9897 23
96 273 9
96 1643 26
96 2909 43
96 3987 49
96 5212 7
96 6778 32
96 8019 12
97 1712 41
98 476 26
98 883 33
98 2010 25
98 2422 23
98 4467 43
98 9650 45
99 103 8
99 2185 37
99 3585 14
99 5254 23
99 5598 7
99 7006 44
99 8366 14
100 5198 18
100 6572 15
100 8846 36
101 2167 50
101 3129 18
101 5455 12
101 5612 43
101 6213 12
101 6797 50
102 582 40
102 8206 12
103 825 27
103 1488 17
103 1776 10
103 4348 13
103 9189 19
104 4253 39
104 5685 18
104 5740 27
104 7511 47
105 6650 44
105 7956 15
105 8324 25
106 373 3
106 8361 37
106 9251 1
107 2024 46
107 2646 37
107 4853 7
107 6724 9
107 9011 36
108 773 8
108 957 8
108 6777 36
108 8861 35
108 9119 36
109 234 11
109 1678 29
109 4949 2
109 6198 16
109 7249 31
109 7318 26
110 694 18
110 1524 38
110 3625 32
110 4660 44
110 5642 3
110 6511 31
110 8762 24
111 543 37
111 835 32
111 2132 2
111 2551 16
111 5429 36
111 6181 43
111 6753 31
111 9519 14
112 783 22
112 1238 48
112 5288 15
112 6201 20
112 7572 2
112 7833 35
112 8319 39
113 336 43
113 891 5
113 2325 3
113 4033 46
113 4417 40
113 4793 33
113 7059 31
113 7703 4
114 5873 49
114 7797 17
114 9239 43
114 9985 30
115 1098 37
115 2438 22
115 3994 42
115 6063 8
115 8320 50
115 8342 35
115 8741 1
116 1457 45
116 1924 20
116 2891 2
116 7675 24
117 169 3
117 2203 6
117 3161 18
117 4070 0
117 4719 14
117 5858 32
117 9958 11
118 526 18
118 2373 23
118 5197 10
118 5727 43
118 9306 22
119 415 34
119 1360 20
119 2401 16
119 2995 43
120 623 0
120 1167 43
120 2897 16
120 4166 28
120 5381 34
120 6658 15
120 8109 35
120 8489 38
120 9914 24
121 80 4
121 1582 14
121 1741 0
121 2821 50
121 4096 38
121 8675 30
121 9338 41
122 1378 45
122 4281 19
122 5171 23
122 7487 41
122 7749 31
122 7833 39
122 8096 22
122 9695 29
123 569 41
123 1455 13
123 4946 7
123 5487 23
124 2139 24
124 8221 31
125 2645 6
125 3203 38
125 5828 48
125 5942 47
125 9657 39
126 14 47
126 946 16
126 6361 35
126 8953 41
127 416 48
127 881 6
127 894 15
127 3426 31
127 5640 24
127 6387 41
127 8486 31
128 354 2
128 826 32
128 1703 17
128 3367 4
128 3558 44
128 4667 0
128 6762 13
128 7488 32
129 2434 16
129 2755 23
129 4013 12
129 4022 26
129 5146 17
129 5580 16
129 5665 1
129 8784 38
130 1011 29
130 2883 11
130 6085 23
130 7211 21
130 9194 31
130 9274 36
130 9533 13
130 9814 19
131 978 14
131 2628 38
131 3582 6
131 5250 41
131 6346 24
132 917 3
132 2182 43
132 3982 22
132 8167 14
132 8781 42
132 9375 8
133 3946 24
133 5375 36
133 6346 15
133 6931 3
133 7547 26
134 1365 26
134 5278 29
134 6129 4
134 6261 20
134 7968 8
135 1979 20
135 2701 2
135 3137 48
135 6359 36
135 6674 6
135 9635 19
136 5615 23
136 7246 9
136 8379 15
136 8736 48
137 1746 7
137 4171 28
137 5864 33
137 8476 14
138 791 10
138 3623 4
138 7059 13
138 7337 14
138 9986 43
139 2396 18
139 6254 4
139 7198 29
139 8892 22
140 681 12
140 1048 40
140 2186 44
140 6376 31
140 9609 29
141 645 3
141 1769 31
141 2633 28
141 6600 15
141 6629 25
141 6950 4
141 8561 29
141 8945 22
142 2351 2
142 2656 11
142 3254 40
142 4513 34
142 9181 32
143 3888 16
143 4057 19
143 5233 9
143 6352 9
143 9447 30
144 1677 32
144 2196 43
144 5927 26
144 9426 5
145 1667 14
145 2919 3
145 3597 34
145 3938 47
145 5756 47
145 6008 36
145 6679 24
145 8505 14
145 9940 11
146 2900 41
146 3483 18
146 4979 6
146 8122 4
146 9383 44
147 6695 35
147 6875 29
147 8522 4
148 1788 26
148 2913 28
148 5869 35
148 6433 10
149 1253 1
149 2362 18
149 2853 47
149 6794 27
149 6835 43
150 5211 37
150 8363 29
151 2075 35
151 2104 28
151 2767 14
151 5975 36
151 6829 15
151 7004 1
151 7959 40
151 8411 22
152 266 48
152 438 5
152 559 33
152 7987 25
152 8464 38
152 9699 20
153 70 32
153 1038 28
153 1344 15
153 3986 13
153 5039 29
154 174 21
154 1661 26
154 1787 7
154 2062 26
154 3913 25
154 4989 5
154 5774 13
154 5927 6
154 7471 16
155 2867 39
155 5120 13
155 7403 29
155 9742 37
155 9942 48
156 1109 39
156 1566 28
156 2374 28
156 3399 28
156 5778 1
156 5898 18
156 6131 33
156 8142 13
156 8361 0
157 5176 21
157 5924 21
157 6310 14
157 8047 2
158 3856 29
158 8588 42
159 2331 46
159 2407 40
159 4459 45
159 4815 43
159 8392 38
160 3959 31
160 4307 12
160 4694 30
160 5775 14
160 8125 44
160 8633 15
161 305 19
161 3776 46
161 4040 27
161 4046 47
161 5486 35
161 6392 6
161 7418 25
162 1158 35
162 1281 17
162 2839 45
162 4020 22
162 4995 23
162 5810 3
162 5838 37
162 6035 6
162 8493 9
162 9637 4
163 2620 35
163 4222 39
163 8636 19
164 4197 47
164 4847 20
165 1915 31
165 2190 27
165 2306 6
165 3764 48
165 5378 18
165 7129 44
165 7221 34
165 7402 11
166 391 4
166 1435 35
166 2259 4
166 6186 4
166 7869 6
166 8146 6
167 1348 50
167 3464 50
167 4931 17
167 5420 38
167 6026 34
167 6560 39
167 7193 35
167 8477 24
167 8779 2
168 381 10
168 2764 32
168 8494 45
168 9484 49
169 312 33
169 1201 18
169 4279 19
169 4372 11
169 5471 45
169 5503 6
169 6596 26
169 7153 6
170 6590 15
170 8360 4
171 6500 35
171 8139 14
172 4775 12
172 9976 12
173 2011 9
173 6113 28
173 6777 4
173 6787 21
173 7189 25
173 9982 4
174 3745 36
174 4972 33
174 5452 42
174 9334 27
175 7718 31
175 8633 4
176 2995 42
176 3965 11
176 5723 48
176 6802 8
176 9606 46
177 2452 40
177 3595 28
177 4315 18
177 5936 17
177 7350 44
178 403 40
178 5040 36
178 8706 23
179 2072 14
179 3180 44
179 3262 2
179 5600 32
179 6335 6
179 7866 38
179 9295 2
179 9712 10
179 9930 43
180 2623 50
180 7706 16
181 3464 6
181 7293 30
182 3698 0
182 7535 23
182 8919 20
182 9551 47
183 4547 5
184 1743 38
185 3156 35
186 354 23
186 2003 15
186 4405 24
186 6903 4
187 1173 40
188 880 29
188 3925 27
188 5143 48
188 8031 34
188 8367 19
188 8582 9
188 9977 10
189 3124 12
189 3386 29
189 3650 35
189 4620 37
189 4755 16
189 5623 21
189 6557 41
189 9667 21
190 3467 22
190 4842 22
190 7044 15
190 9358 15
191 4731 45
191 5407 44
191 7280 16
191 9449 8
192 34 18
192 1516 33
192 3720 17
192 4741 3
193 209 48
193 578 31
193 1675 19
193 1867 1
193 2635 30
193 3040 8
193 3356 7
193 3808 13
193 5138 3
193 6089 41
193 7610 19
193 7731 12
193 7877 31
193 8556 36
193 9450 12
194 655 19
194 5257 39
194 6565 0
194 9858 21
195 459 15
195 465 48
195 3168 35
195 4084 29
195 6002 35
195 6795 19
195 8067 42
196 527 39
196 2081 5
196 2217 24
196 3830 17
197 2105 2
197 3591 22
197 3659 22
197 5917 31
197 8537 38
198 602 47
198 795 15
198 920 21
198 1399 50
198 3327 5
198 7333 28
199 2143 34
199 2526 12
199 3803 49
199 4257 23
199 5515 6
199 6509 38
199 7104 12
199 7347 33
199 7836 42
199 9072 44
200 2241 20
200 3811 1
200 8236 8
200 8934 7
201 5874 37
202 155 17
202 3150 23
202 5204 47
202 7555 4
202 7609 4
202 7917 38
202 8247 34
202 8442 40
202 9034 45
203 1831 2
203 1915 47
203 3636 30
203 4611 46
203 6551 13
204 1671 27
204 1688 41
204 3103 43
204 3149 8
204 4337 11
204 9183 48
205 3513 36
206 3198 31
206 4042 28
207 337 24
207 560 8
207 874 36
207 2460 13
207 2763 2
207 2764 18
207 4238 25
207 9287 7
207 9833 30
209 3104 40
209 3942 6
210 880 2
210 1090 9
210 3960 6
210 4536 40
210 5203 35
210 6222 21
210 7952 42
211 1706 43
211 1711 38
211 1771 6
211 3386 11
211 7192 26
211 8242 25
212 2541 31
212 2716 12
212 3383 36
212 6050 21
213 1453 31
213 2992 3
213 3585 44
213 4175 20
213 4271 22
213 7877 49
213 7976 28
213 8056 50
213 9628 4
214 1039 5
214 2640 6
214 5687 12
214 6661 14
214 6705 21
214 6728 1
214 7186 8
214 8793 0
214 9335 44
214 9676 41
215 1898 34
215 2609 6
215 6038 18
216 384 30
216 2970 22
216 6079 7
216 6156 16
216 6820 27
216 7293 20
217 927 1
217 1821 0
217 9303 26
218 3898 41
218 7731 21
219 6206 25
219 8084 44
219 8306 18
220 796 18
220 3371 6
220 3578 6
220 6193 28
220 7423 41
220 9500 36
221 148 49
221 2324 33
221 4059 10
221 4501 23
222 578 17
222 801 22
222 4839 7
222 5504 36
222 8817 17
223 773 45
223 821 49
223 3489 41
223 8085 36
223 9829 35
223 9941 50
224 1946 50
224 3101 49
224 3378 25
224 4859 22
224 9363 26
225 272 12
225 1908 29
225 2813 19
225 3925 43
225 4488 37
225 5536 42
225 5742 14
225 9343 10
226 5541 26
226 7137 5
226 7376 27
226 7651 46
227 158 16
227 1144 20
227 4646 1
227 7705 23
227 7925 25
227 9654 23
228 1034 20
228 2149 37
228 3941 35
228 4392 30
228 5701 22
228 7088 41
228 8150 30
228 9511 11
228 9656 44
229 2318 36
229 2430 19
229 3026 32
229 3098 4
229 5239 23
229 6164 39
229 6563 48
230 1096 40
230 3804 0
230 4162 9
230 4238 8
230 4422 16
230 6488 8
230 6536 18
230 7200 1
230 8534 47
231 135 38
231 4499 43
231 5436 25
231 6075 3
231 7734 8
231 8588 30
231 8849 1
232 776 29
232 5312 0
232 6217 41
232 7209 8
232 9293 32
233 1533 35
233 2794 17
233 3662 32
233 4073 37
233 6069 31
233 6933 7
233 9213 16
234 462 4
234 4923 9
235 4516 11
236 4203 41
236 4627 26
236 8582 10
237 3340 18
237 5279 9
237 9162 30
238 740 15
238 2190 25
238 7541 31
239 598 26
239 1851 12
239 2322 44
239 4053 37
239 8226 37
239 8325 7
240 1321 31
240 3883 4
240 4335 11
240 4640 6
240 5166 23
240 6131 2
241 247 36
241 656 20
241 3763 45
241 4722 12
241 4793 47
242 397 44
242 2429 2
242 2850 0
242 3667 38
242 4226 12
242 6557 26
242 7191 50
242 8015 48
242 8233 14
242 9039 23
243 596 16
243 2722 10
243 8866 17
243 9798 22
244 4939 34
244 6205 11
244 7582 3
244 7726 4
245 739 39
245 1097 49
245 5481 21
245 7292 26
246 2796 31
246 3122 4
246 3433 21
246 4784 37
246 5769 42
246 8075 26
246 8682 39
247 1448 0
247 4976 22
247 5442 16
247 6289 41
248 7389 36
248 7936 20
248 9277 14
249 4153 2
249 5459 25
249 7448 49
249 7832 14
249 8544 22
250 431 34
250 853 16
250 3636 41
250 3778 1
250 9005 20
250 9325 4
250 9924 19
251 104 9
251 204 19
251 1330 23
251 1713 0
251 4875 0
251 5904 27
251 6351 41
251 7133 0
252 1381 40
252 2500 42
252 4451 27
252 7477 11
252 7946 37
253 7374 44
253 8121 6
254 1530 6
254 3413 29
254 3726 21
254 4855 9
254 5383 43
254 6025 34
254 7798 44
254 7836 47
254 9537 18
255 631 27
255 659 44
255 2171 29
256 1239 19
256 2763 49
256 3958 23
256 5652 33
256 5765 35
256 7285 38
256 8298 31
256 8379 4
256 9810 49
256 9910 49
257 4050 24
257 4262 27
257 4962 23
257 7800 10
257 9187 13
257 9206 7
257 9750 0
257 9797 29
258 570 21
258 4201 29
258 4291 43
258 6265 20
258 6388 38
258 9169 18
259 2287 0
259 2699 32
259 3163 13
259 5384 5
259 8353 42
259 9913 32
260 2900 6
260 4699 48
260 5616 34
260 9518 42
261 4 44
261 732 37
261 6751 24
261 6779 15
261 9806 43
262 4886 17
262 8241 30
262 9312 25
262 9579 47
263 1391 24
263 4195 17
263 9961 42
264 586 14
264 595 50
264 4967 31
264 5236 24
264 6508 24
264 9448 44
265 1983 27
265 3796 7
265 5291 1
265 7362 1
266 1765 41
266 2150 46
266 3239 28
266 4421 4
268 2597 17
268 3691 46
268 4290 9
268 5702 49
268 7951 40
268 9083 40
268 9536 29
269 1594 41
269 4704 8
269 8170 47
269 8458 18
270 394 24
270 2574 20
270 4166 10
270 5904 42
270 8249 1
270 8514 15
270 8740 41
271 1183 37
271 1495 45
271 5631 20
271 5839 24
271 6100 32
271 6789 50
271 7146 19
271 7510 31
271 7826 37
272 3229 12
272 7926 43
272 7987 31
272 8222 20
272 8980 21
273 3902 32
273 4239 14
273 6543 44
273 7515 17
273 9620 46
273 9648 32
274 1626 10
274 2054 25
274 4595 33
274 7062 47
274 9783 48
275 1918 9
275 2891 10
275 3086 34
275 5234 32
275 6766 39
275 8020 45
276 4563 27
276 4719 24
276 5318 34
276 6970 33
276 7415 40
276 7648 12
276 8736 13
277 215 46
277 2429 2
277 5435 48
277 8564 3
278 1124 4
278 1807 2
278 2159 40
278 2369 27
278 3679 49
278 3692 47
278 5607 27
278 5840 14
278 8932 12
279 559 29
279 3823 36
279 4615 37
279 5795 28
279 5837 1
279 7429 1
280 1328 23
280 1982 48
280 2688 26
280 5699 49
280 7316 3
280 8656 31
281 495 41
281 3223 11
281 4717 39
281 5923 16
281 8268 15
282 1 8
282 959 33
282 1851 17
282 5307 5
282 6341 50
282 7050 27
282 9653 6
282 9861 46
283 1363 5
283 3518 12
283 5898 6
283 9459 20
284 6946 24
284 8132 24
285 121 11
285 2747 40
285 3015 13
285 4308 50
285 9810 25
286 585 27
286 2361 39
286 4213 18
286 5367 13
286 5790 47
286 9774 33
287 1559 21
287 2200 13
287 2951 25
287 5012 46
287 6791 26
287 7792 31
287 9190 39
288 4463 36
289 1083 38
289 1482 21
289 6189 7
289 8589 6
289 9820 37
290 3803 35
290 4862 17
290 6916 4
290 7583 2
290 8676 31
290 9438 14
291 1128 12
291 2414 5
291 3396 36
291 5013 23
291 6063 21
291 6982 45
292 282 6
292 575 33
292 613 11
292 2279 15
292 4010 39
292 4529 6
293 4944 18
293 7810 6
293 9699 41
294 1944 10
294 3620 25
294 6724 7
294 8699 34
294 9207 19
295 1511 0
295 1938 22
295 2442 5
295 6743 11
296 4535 0
296 5259 43
296 5436 10
296 6269 14
296 6574 50
296 7587 20
297 1771 47
297 2397 45
297 3343 35
297 6541 47
297 6659 18
298 1027 36
298 2153 40
298 2830 8
298 3138 33
298 7655 33
298 7824 21
298 8061 37
298 8825 43
298 9053 38
298 9784 11
299 2439 20
299 6245 23
299 7675 27
299 9880 2
300 4541 23
300 5555 43
300 6190 16
300 6725 27
300 8127 35
300 9374 42
301 838 33
301 1535 29
301 2984 40
301 5220 33
302 1158 33
302 3424 7
302 4041 27
302 6485 3
302 8190 47
302 8524 21
303 456 47
303 5387 16
303 5967 36
303 6991 19
303 7716 1
304 1144 49
304 1868 30
304 2410 17
304 4245 12
304 4567 33
304 8015 3
305 4463 50
305 5149 20
305 5470 21
305 8348 47
305 9559 27
306 1517 5
306 4898 2
306 5350 32
306 5412 17
306 9309 39
307 1335 7
307 1395 28
307 5827 35
307 7087 9
308 107 6
308 2487 46
308 2809 14
308 9714 0
309 2387 26
309 3713 6
309 4773 48
309 5153 30
309 8618 48
310 4234 20
310 4666 47
310 6615 7
310 9046 32
311 2793 19
311 3800 11
311 5853 6
311 6969 7
311 7107 28
311 7792 16
311 7796 36
311 7810 34
312 818 16
312 1583 39
312 4044 31
312 6044 22
312 6176 42
312 7152 16
313 2076 9
313 3157 39
313 3888 40
313 3973 24
313 4946 19
314 4651 10
314 9745 34
315 743 27
315 1284 11
315 4837 49
315 5736 43
315 8069 19
315 9989 26
316 2868 42
316 3319 16
316 5870 32
316 6057 50
317 1784 42
317 2499 17
317 4803 27
317 5583 40
317 7865 21
318 692 44
318 3714 10
318 4409 45
318 5040 37
318 8740 38
319 1353 47
319 9846 6
320 1649 49
320 5746 47
320 6625 5
320 9664 3
321 124 40
321 3369 20
321 6583 49
321 9064 42
321 9940 0
322 1761 14
322 3591 7
322 4139 16
322 4320 31
322 4667 7
323 204 3
323 9440 7
324 3449 47
324 4938 45
324 7960 2
324 8847 2
325 5477 16
325 9834 36
326 137 50
326 1731 29
326 3925 24
326 8055 37
326 9038 21
326 9114 22
327 2018 24
327 2866 34
327 6024 3
327 6767 12
327 8900 20
327 9702 21
328 81 30
328 2459 33
328 9737 4
329 988 17
329 7903 17
329 9489 23
330 1520 30
330 4023 32
330 4915 48
330 7883 49
330 8416 7
330 9788 30
331 3828 38
331 3840 47
331 5860 11
331 6841 10
331 8175 12
332 2916 22
332 3300 18
332 4118 45
332 5366 35
332 7269 12
332 8203 15
333 204 6
333 1834 50
333 4635 49
334 327 36
334 480 39
334 2090 0
334 4570 38
334 6379 35
335 1518 34
335 3527 22
336 3484 18
336 4942 43
336 6013 12
336 6713 7
336 8823 7
336 9117 31
337 93 7
337 1111 7
337 1880 15
338 1375 45
339 6024 41
339 6328 3
339 8957 35
339 9439 17
340 20 13
340 118 5
340 6144 8
340 7889 27
340 8377 39
340 9196 3
341 2150 48
341 3293 31
341 3610 42
341 6672 28
341 7290 11
342 5367 32
342 5894 6
343 614 36
343 1693 14
343 5409 6
343 8155 49
344 396 10
344 6470 21
344 8872 34
344 9193 9
345 851 29
345 1117 42
345 4167 35
345 8397 7
345 9271 4
346 660 11
346 2766 49
346 4763 2
346 5823 8
346 6567 43
346 7250 43
346 7701 26
347 143 42
347 2096 50
347 8915 21
347 9124 44
348 2728 42
348 5767 20
349 182 22
349 823 0
349 2387 4
349 3380 21
349 3698 1
349 3743 17
349 4573 17
349 5043 22
349 5250 40
349 6366 38
349 6686 3
349 9123 20
350 2114 32
350 5695 2
350 5891 48
350 6418 9
350 8350 20
351 1942 9
351 2032 50
351 4348 47
351 4593 21
351 5476 21
351 5832 46
351 7421 43
351 8034 45
352 1457 40
352 5421 19
353 2228 49
353 7013 30
353 7831 7
353 8227 46
354 3475 26
354 3744 35
354 4194 39
354 8961 33
355 64 14
355 3557 24
355 5060 49
355 9664 7
355 9908 38
356 840 17
356 2108 4
356 4516 0
356 4739 30
356 8495 29
357 4422 9
357 7339 16
357 8458 16
357 9814 12
358 641 1
358 1169 31
358 2695 46
358 3316 16
358 3953 18
358 4191 48
358 5017 22
358 5595 46
358 6700 48
358 8514 28
358 8896 24
359 236 23
359 598 34
359 2562 23
359 2648 1
359 3418 38
359 4164 14
359 8891 37
360 1424 42
360 2409 30
360 4147 29
360 4510 10
360 9031 44
361 1899 25
361 6471 50
361 9344 22
362 3781 6
362 4229 21
362 4534 42
364 1543 31
364 2524 44
364 4924 8
364 8110 43
364 9462 38
365 579 35
365 3054 32
365 3539 31
365 3585 45
365 4320 9
365 5085 28
365 6686 27
365 6944 21
365 7261 4
365 7355 48
365 7393 19
365 7486 1
365 7854 28
365 7908 8
366 1153 30
366 3834 29
366 6113 37
366 7520 43
366 8391 11
367 823 29
367 990 1
367 3749 3
368 2059 49
369 79 20
369 782 38
369 2882 49
369 3566 25
369 5104 20
369 6109 34
369 7296 50
369 9137 14
369 9920 5
370 1119 21
370 3003 40
370 6039 25
370 7304 28
370 7765 19
371 3050 32
371 7405 23
371 7555 22
372 1764 43
372 4985 49
372 7503 2
373 2030 1
373 5713 7
373 9362 20
374 2905 8
374 4633 18
374 8011 26
374 8286 14
374 8512 9
375 1195 48
375 6391 26
375 6670 2
375 6948 43
375 8842 13
376 5499 22
377 419 2
377 755 24
377 4818 0
378 2878 38
378 3873 18
378 8780 43
379 1071 50
379 1218 7
379 2902 37
379 5028 24
379 7684 50
379 7773 32
379 8706 5
380 1240 28
380 9177 44
381 749 3
381 1510 38
381 2367 7
381 3265 3
381 5819 16
381 6367 19
381 8268 42
381 8466 4
382 1991 13
382 6987 23
382 7759 16
382 9842 45
383 1030 46
383 2222 10
383 5143 22
383 9656 14
384 1340 27
384 6276 10
384 8517 46
385 984 12
385 3834 14
385 4795 5
385 5114 42
385 6183 49
385 6362 44
385 6922 5
386 254 21
386 3645 16
386 4459 45
386 6502 17
386 7873 45
386 9003 45
386 9392 2
387 1284 45
387 1716 44
387 2071 38
387 4830 13
387 5895 47
387 7865 5
387 9505 29
388 1800 33
388 6242 1
388 6941 14
388 9498 15
389 849 5
389 976 3
389 1624 18
389 3616 3
389 4072 32
389 4652 34
389 5171 13
389 6134 32
389 6361 30
390 3882 7
390 3983 11
390 4354 15
390 7139 0
390 8331 2
391 475 32
391 1290 1
391 1539 14
391 3584 37
391 8222 30
393 700 10
393 1668 21
393 3264 6
393 4927 19
393 6252 16
393 6785 15
393 6973 45
393 7739 33
394 418 13
394 1690 34
394 6577 30
394 7565 37
394 7718 9
394 8195 45
394 8643 36
394 9867 24
395 42 24
395 1036 1
395 2972 9
395 5068 21
395 6323 25
395 7502 45
396 1629 38
396 6203 37
397 2178 9
397 2452 7
397 3173 16
397 7450 41
398 6688 2
398 9386 20
