10001 49987
7848 4613
128 5039 39
128 5208 27
128 6416 0
128 7040 36
128 7748 22
128 9545 23
129 1733 17
129 7455 19
129 9723 33
130 1003 16
130 4779 8
130 7614 41
130 8092 43
130 9927 36
131 289 23
131 1283 25
131 3016 25
131 5038 23
131 5416 12
131 6873 17
131 7464 8
131 8840 18
132 23 42
132 666 13
132 1648 2
132 1723 41
132 4017 37
132 5856 10
133 3132 40
133 4454 11
133 5876 37
133 7736 46
133 9594 16
134 566 40
134 1790 41
134 2970 21
134 5819 3
134 7174 10
134 7726 21
135 119 12
135 5690 28
136 1154 24
136 3692 18
136 5200 33
136 6047 40
136 6292 5
137 454 50
137 7086 6
137 9152 46
137 9578 8
137 9833 3
138 121 12
138 143 49
138 925 0
138 1126 13
138 4418 40
138 7675 12
139 859 5
140 942 19
140 2405 24
140 4040 24
140 4149 41
140 4473 43
140 4532 44
140 4752 29
140 5663 5
140 7277 31
140 7396 14
140 9411 25
141 1360 45
141 3267 8
141 7555 47
142 1961 20
142 3769 18
143 4303 12
143 4345 27
143 7004 36
143 7128 20
143 7882 33
143 8750 38
144 851 33
144 2920 24
144 4929 16
144 8193 38
144 9527 48
145 386 9
145 694 4
145 902 16
145 4462 14
146 2960 28
146 3458 13
146 4340 18
146 6758 35
146 7123 39
146 8748 9
146 8929 20
147 1584 46
147 4233 2
147 4598 34
147 9802 21
148 6888 46
148 8908 35
149 1197 1
149 7840 0
149 9536 47
150 1036 19
150 1379 7
150 4855 10
150 4856 41
151 2755 15
151 4538 44
151 5829 29
151 6229 48
151 6685 36
151 6719 41
151 9277 28
152 353 14
152 2215 18
152 2869 12
152 3368 21
152 5876 22
152 6895 25
152 9746 41
153 190 3
153 671 33
153 776 14
153 1404 8
153 3366 28
153 6695 24
154 4166 38
154 5556 42
154 6660 39
154 6919 40
154 7622 16
155 871 20
155 2190 42
155 9437 48
156 712 1
156 1197 9
156 1880 12
156 3216 22
156 4637 22
156 9782 44
156 9830 37
157 1561 15
157 4961 40
157 5155 22
157 5455 50
157 7495 0
157 8003 7
157 8377 19
158 1358 20
158 1676 48
158 3085 26
158 4103 13
158 4918 20
158 5486 18
158 9198 46
159 567 3
159 771 41
159 7777 44
159 9649 35
159 9706 2
160 883 18
160 2517 25
160 3536 23
160 6849 6
160 9040 35
161 2927 14
161 3504 42
161 3749 23
161 5863 6
161 5924 30
162 2630 36
162 3552 18
162 3853 37
162 4189 42
162 5952 31
162 7496 18
163 509 9
163 616 8
163 5117 25
163 5706 28
163 5992 15
164 663 45
164 3653 47
164 3774 15
164 6519 19
164 8641 22
164 9184 13
164 9495 3
164 9596 11
165 1389 26
165 1857 7
165 3040 6
165 8042 26
166 435 31
166 1458 30
166 2466 9
166 9492 2
168 1711 19
168 3384 27
168 4075 22
168 6749 32
169 1154 4
169 3223 31
169 6855 26
169 9946 15
170 3694 29
170 8390 38
171 2243 4
171 2781 16
171 3772 21
171 5187 3
171 6654 17
171 7695 13
171 8055 9
172 59 31
172 5492 3
172 5697 41
172 6108 46
172 6648 30
172 7551 3
172 9764 32
173 4039 5
173 4608 8
173 8328 31
173 9274 16
173 9284 25
174 796 46
174 1296 5
174 1551 44
174 4496 27
174 6536 11
174 8674 17
174 9002 11
174 9239 3
175 785 47
175 2194 38
175 2678 4
175 5256 14
176 914 12
176 3818 50
176 6557 47
177 904 21
177 1878 16
177 2215 31
178 1369 3
178 2182 18
178 4267 7
178 5658 36
178 7452 32
178 8054 5
179 2943 22
179 2952 4
179 3573 15
179 4416 20
179 5505 11
179 6666 31
179 7431 27
179 7575 44
179 8517 12
179 9107 47
179 9327 10
180 16 49
180 2253 14
180 2282 23
180 5468 4
180 6657 40
181 227 22
181 356 34
181 812 4
181 846 0
181 3041 2
181 3211 10
181 3331 17
181 5328 31
181 5967 44
181 6160 0
181 6410 49
181 7818 9
181 8952 18
182 266 28
182 1033 14
182 1206 19
182 1865 19
182 2636 23
182 3209 9
182 6145 9
183 400 3
183 3240 4
183 7606 41
184 4601 50
184 6306 16
184 7593 25
184 8110 39
184 8725 28
185 264 38
185 346 2
185 662 16
185 3219 27
186 3444 22
186 3874 4
186 4357 28
186 7602 20
186 7921 46
186 8144 28
187 4450 28
187 5881 48
187 7764 25
187 8723 44
187 9299 30
187 9684 5
188 2082 23
188 4092 24
188 4586 20
188 5159 37
189 452 22
189 6145 2
190 3918 19
190 4166 35
190 5298 32
190 7532 30
190 7825 7
190 9591 32
191 1984 21
191 2862 0
191 4548 37
191 7128 14
191 9510 9
192 985 26
192 4090 36
192 4301 23
192 5832 33
192 5947 2
192 9196 44
193 5524 44
193 6349 34
193 8497 22
194 2210 34
194 5524 44
194 6191 45
194 7442 7
194 9338 9
194 9874 12
195 1443 38
195 1547 42
195 4658 41
195 6290 19
195 7116 44
195 8149 46
196 302 4
196 991 47
196 2315 5
196 2535 15
196 9863 50
197 8111 45
198 178 33
198 5295 15
198 5427 40
198 5797 40
198 6571 14
198 7023 2
198 8282 36
199 2032 13
199 4100 9
199 4681 23
199 5893 40
199 7495 35
199 7952 19
200 17 30
200 2194 17
200 2251 28
200 2726 43
200 3206 44
200 5662 23
200 5865 13
200 6206 28
200 8173 26
200 9227 39
201 397 6
201 1811 14
201 3292 6
201 4988 49
201 7330 8
201 9032 28
202 2665 35
202 3125 14
202 8964 14
202 9536 30
203 858 29
203 3326 27
203 4543 21
203 5261 12
203 7696 31
204 445 7
204 600 11
204 892 4
204 1788 18
204 2647 36
204 3054 23
204 3675 27
204 3683 30
204 6462 37
204 7263 27
204 9110 16
205 238 5
205 3129 26
205 4046 50
205 5887 27
205 8169 8
205 8671 3
206 1117 36
206 1544 39
206 4512 29
206 5498 41
206 7556 3
206 9779 38
206 9933 20
207 953 0
207 1808 49
207 6626 46
207 8887 41
208 2043 17
208 4729 36
208 6311 24
208 8975 41
208 9279 32
209 551 8
209 3262 45
209 4685 17
209 6274 10
209 6377 50
209 7561 34
209 7582 9
209 9187 20
210 5092 37
210 7619 7
210 8116 48
211 95 10
211 2737 28
211 5583 41
211 6269 0
211 7290 16
211 7911 8
211 9530 33
212 1833 44
212 3060 19
212 5383 21
212 6305 48
212 7825 14
213 3329 0
213 7175 3
213 7620 39
213 8137 34
213 8980 29
213 9038 1
213 9850 28
214 1472 1
214 3024 46
214 8489 22
214 8883 46
214 9247 41
215 511 6
215 3959 15
215 6151 10
215 6249 24
215 9120 25
216 2687 40
216 2869 16
216 4527 48
217 139 36
217 5300 1
217 6438 25
218 2423 15
218 3297 46
218 8564 21
218 8810 35
219 4739 49
219 5579 5
219 7562 26
219 7752 45
219 9736 48
220 1621 5
220 1947 34
220 2001 40
220 2222 44
220 3670 22
220 8845 29
221 59 23
221 1857 34
221 3017 48
221 4476 19
221 8675 17
221 9959 27
222 525 14
222 3643 21
222 4049 36
222 5174 29
222 9926 5
223 18 6
224 2444 21
224 2498 14
224 4563 45
224 9752 47
225 67 36
225 4873 22
225 5702 15
226 1983 16
226 2435 4
226 7318 5
226 8422 48
226 9132 32
226 9185 48
227 4076 6
227 5008 39
227 5216 18
227 7659 9
228 795 34
228 4458 25
228 5588 21
228 5824 34
228 5828 23
228 7455 17
228 9510 5
229 664 22
229 2606 8
229 2744 28
229 3024 33
229 4285 8
229 4381 46
229 4799 10
229 8502 39
229 9997 0
230 214 10
230 838 5
230 1871 21
230 7734 25
230 8941 46
230 9385 32
231 181 37
231 764 31
231 1699 22
231 2526 24
231 4236 22
231 5217 35
231 5753 9
231 7433 14
232 4464 44
233 61 42
233 655 7
233 1980 49
233 6284 20
234 6441 26
234 7609 14
234 8380 42
234 8812 35
235 190 7
235 2745 28
235 4018 3
235 4515 14
235 5058 24
235 6054 29
235 6553 28
235 9483 45
236 4239 12
236 6766 46
236 7364 28
237 1392 42
237 2733 3
237 4490 47
237 4737 25
237 8309 31
238 3854 30
238 5596 21
238 9474 24
239 3863 31
239 5853 46
240 9138 17
240 9182 5
241 3685 33
241 5819 5
241 7235 2
241 9257 23
242 1544 9
242 1672 45
242 2459 17
242 6119 39
242 8045 27
242 9425 28
243 1449 42
243 6801 28
243 8163 45
243 8566 31
244 381 10
244 672 0
244 2059 47
244 2070 28
244 3999 16
244 5410 11
244 5999 22
244 6715 37
244 6765 24
245 2171 47
245 3775 23
245 4508 10
245 4582 38
245 8650 31
246 478 6
246 3575 49
246 4918 0
246 5109 5
246 5983 24
246 6749 3
246 8237 6
247 125 42
247 1535 35
247 2061 7
247 3377 31
247 4050 23
247 4226 11
247 4517 10
248 6582 8
249 2700 37
249 4696 9
249 5191 9
249 9756 47
250 173 3
250 446 13
250 1203 11
250 2234 35
250 4611 23
250 5347 5
250 5568 2
250 6927 23
250 8863 41
250 9836 39
250 9881 0
251 539 28
251 748 10
251 1929 31
251 4739 16
251 6187 24
251 7565 3
252 740 48
252 888 43
252 1635 9
252 3549 5
252 6001 16
252 6932 44
252 7495 23
252 8515 2
252 9461 4
253 3311 25
253 4316 5
253 7737 22
254 311 38
254 686 6
254 3314 11
254 3805 12
254 4729 16
254 5260 1
254 5293 4
254 6998 42
254 8228 28
254 8404 0
255 3867 35
255 5037 22
255 5289 27
255 6133 32
255 7405 27
255 8646 45
255 9780 21
256 6586 2
257 630 5
257 668 40
257 1260 18
257 2729 4
257 3544 8
257 6843 38
257 8686 6
258 3124 26
258 3386 18
258 4065 40
258 6038 5
258 6186 42
258 8011 25
258 9975 29
259 5092 38
259 7589 5
260 112 31
260 513 50
260 3578 6
260 6168 42
260 7471 28
260 7623 13
260 8566 32
260 8628 31
261 637 16
261 739 32
262 1049 31
262 2351 10
262 4473 34
263 882 18
263 2884 37
263 4547 6
263 4732 26
263 6083 2
264 113 36
264 2044 19
264 3709 9
264 3860 14
264 7841 39
264 8491 13
265 190 10
265 224 47
265 256 25
265 1738 3
265 2948 38
265 3902 33
265 5589 14
265 6219 32
265 6693 24
265 7570 5
265 7652 9
265 8775 21
265 9381 50
266 676 22
266 1192 10
266 1447 22
266 3743 24
266 6391 27
266 9358 17
267 6504 6
267 7951 32
267 8844 1
267 9238 32
267 9336 42
267 9898 13
268 1689 42
268 5893 40
268 7028 16
268 7983 40
269 3866 32
269 8643 4
270 791 41
270 2501 6
270 3260 12
270 3673 38
270 5543 33
270 5896 26
270 5950 29
270 6659 18
270 7986 22
270 8533 39
270 8632 25
270 8841 23
271 502 24
271 2940 4
271 3596 10
271 6910 3
272 311 16
272 1605 3
273 5810 9
273 6260 35
273 6272 14
273 7546 31
273 7892 20
273 8352 20
274 3897 10
274 9828 44
275 813 27
275 2882 27
275 6366 5
275 6387 1
276 3913 18
276 4403 15
276 6965 43
276 9160 8
276 9429 17
276 9998 37
277 185 13
277 2938 28
277 4748 41
277 9037 17
278 356 39
278 2294 44
278 2357 19
278 3773 16
278 3811 50
278 9172 6
279 181 28
279 1332 30
279 5503 21
279 5811 39
279 8316 24
280 4441 35
281 2532 1
281 3396 16
281 5298 50
281 6191 14
281 6273 5
282 1061 27
282 3780 34
282 5862 26
282 9397 22
283 2048 23
283 2873 48
283 4832 43
283 5848 25
283 6068 6
283 9684 49
283 9975 31
284 4841 9
284 5029 13
284 5331 39
285 1258 21
285 2114 4
286 5779 34
286 9362 32
287 2052 48
287 3649 30
287 6371 11
287 8483 5
288 931 47
288 1030 14
288 2450 29
288 2681 21
288 4161 25
288 4361 13
288 6614 45
288 6843 30
288 7372 44
289 831 2
289 4375 0
289 4658 24
289 5338 30
289 5388 42
289 6612 40
289 7840 23
290 1876 50
290 9854 11
291 68 1
291 138 18
291 245 33
291 3004 2
291 5135 1
291 5448 3
291 8700 37
291 9394 31
292 617 17
292 741 19
292 777 29
292 4371 46
292 7444 13
293 1562 22
293 2055 18
293 3996 32
293 4606 12
293 6722 30
293 6869 39
293 7305 42
294 3115 25
294 9885 21
294 9922 17
295 476 1
295 2001 43
295 7521 29
295 7566 37
295 9907 22
296 681 48
296 1327 18
296 2086 3
296 6588 34
296 7498 12
297 817 39
297 1806 3
297 5311 23
297 8335 9
298 2098 38
298 2465 50
298 3166 42
298 7379 12
298 7438 27
299 735 32
299 4918 30
299 5112 7
299 7277 48
299 7299 29
300 4706 43
300 6159 21
300 6369 49
300 8964 28
301 44 50
301 190 35
301 2021 23
301 7084 47
301 7844 26
301 8862 22
302 71 0
302 121 47
302 3728 22
302 4436 50
302 4503 9
302 6291 14
302 9134 7
302 9770 15
303 2763 50
303 3541 34
303 4835 24
303 7747 15
303 8719 20
303 9513 39
304 586 36
304 2158 15
304 3761 50
304 5356 6
304 9660 14
304 9892 18
305 8001 42
305 8786 21
306 714 27
306 2792 11
306 7471 12
306 8703 29
306 9250 24
307 1157 34
307 1549 3
307 1692 9
307 6645 15
307 7955 21
308 2024 3
308 2315 31
308 2960 6
308 5287 38
308 5777 20
308 6769 11
308 8775 26
308 9988 12
309 3047 15
309 5680 37
309 6567 31
309 9248 50
310 1116 33
310 5045 1
310 6627 20
310 9634 19
311 4446 10
311 5414 37
311 7741 25
311 8418 2
311 8429 13
312 1479 11
312 1656 12
312 1722 29
312 3820 26
312 4218 22
312 5449 30
313 1887 48
313 3402 8
313 8776 39
314 1978 39
314 2323 35
314 5107 18
314 6555 0
314 9105 20
314 9297 29
314 9320 26
314 9570 1
315 1893 35
315 3337 21
315 4822 40
315 6561 41
315 8093 38
315 9195 22
316 738 21
316 2035 38
316 5465 35
316 8417 39
316 8592 7
316 9069 24
317 3255 20
317 4331 11
318 5 28
318 231 49
318 3499 3
318 6344 39
319 5359 50
319 6460 9
319 9849 49
320 219 42
320 4641 30
320 4814 35
321 11 13
321 463 25
321 1463 45
321 4338 11
321 4341 31
321 5493 50
321 7375 4
321 8048 9
321 9828 6
322 1872 29
322 3526 8
322 6218 23
323 563 5
323 4368 31
323 4512 40
323 6951 34
323 7104 11
323 7358 33
323 8889 22
323 9768 31
324 1123 39
324 2320 19
324 2725 37
324 9732 34
325 2559 22
325 8067 17
326 1202 13
326 1674 14
326 3786 30
326 3806 29
326 4877 4
326 5350 33
326 6630 7
326 7804 20
326 8385 32
326 8650 4
326 8794 38
327 1627 22
327 2791 21
327 4043 30
327 6118 23
327 8255 46
327 9949 3
328 648 21
328 1840 33
328 4649 44
328 6962 16
328 8369 5
329 374 40
329 5874 49
329 7599 47
330 5472 27
330 5603 40
330 7263 17
330 7567 49
331 2833 31
331 5419 43
331 8492 37
331 9067 33
332 1586 11
332 2403 2
332 3547 16
332 7829 39
332 8914 35
332 9697 44
332 9720 38
333 344 30
333 542 41
333 1209 40
333 3730 50
333 6876 7
333 8524 41
334 3275 6
334 3841 4
334 8173 39
334 9458 28
335 142 7
335 1655 33
335 4126 48
335 5490 16
336 1313 13
337 8130 24
338 1781 36
338 1901 9
338 4726 35
338 5668 30
338 7062 45
338 8687 33
339 301 22
339 4226 2
339 5663 49
339 8226 17
340 558 2
340 5769 43
340 6589 23
340 7250 18
340 8180 32
340 8190 19
340 8282 42
340 9253 45
341 1855 9
341 2014 45
341 2199 3
341 7940 15
342 4148 50
342 4864 41
342 6066 47
342 6247 12
343 674 38
343 4266 44
343 9739 29
344 6211 26
344 9394 32
345 3162 11
345 3743 20
345 5099 28
345 5455 18
345 7484 23
345 8577 20
346 1473 34
346 1479 12
346 4428 12
346 4603 1
346 9544 10
347 886 38
347 1970 0
347 3120 4
347 4864 24
347 5041 13
347 7447 47
349 1699 37
349 3240 11
349 3396 12
349 4952 20
349 5469 34
350 348 0
350 2405 30
350 3543 25
350 5746 37
350 6296 1
350 8929 46
351 2053 26
351 3020 17
351 4672 29
351 5284 25
351 6476 13
351 9480 1
352 2518 40
352 2902 12
352 3473 13
352 3609 17
352 8743 8
352 9837 48
353 3091 13
353 4625 12
353 5901 43
353 5912 10
353 7948 1
353 8412 36
354 6176 13
354 7105 13
355 633 47
355 2646 13
355 3780 15
355 5138 34
355 8725 3
356 1244 6
356 1983 18
356 2830 46
356 3159 20
356 4839 21
356 5245 45
356 9553 44
357 203 20
357 1686 4
357 4756 32
357 5608 0
357 5665 11
357 5971 27
357 7367 4
357 7742 24
357 9762 27
358 2730 18
358 8151 23
358 9035 50
358 9083 49
359 1997 24
359 2671 30
359 4210 43
359 4584 30
359 8716 27
359 9774 48
360 1172 50
360 2199 9
360 4887 34
360 8239 29
360 9966 18
361 7925 37
361 9647 26
362 821 21
362 1727 33
362 2941 2
362 3250 7
362 3957 36
362 4247 11
362 4751 15
362 8641 39
363 1506 36
363 2780 44
363 3664 22
363 7707 40
364 1397 48
364 1570 35
364 2613 12
364 2871 45
364 4741 49
364 9272 50
365 957 13
365 3321 20
365 7578 29
365 8733 11
366 2713 26
366 3711 49
367 1040 38
367 1835 32
367 3883 48
367 5014 36
367 7008 34
367 7184 35
367 7582 45
367 8486 26
368 781 19
368 2399 31
368 2777 49
368 3005 0
368 7198 33
368 9632 39
369 717 5
369 1156 45
369 3361 18
369 3373 20
369 4828 26
369 6265 38
369 9753 11
370 365 10
370 533 11
370 771 33
370 1030 23
370 1520 8
370 1858 1
370 2066 45
370 2577 27
370 4259 45
370 6532 34
370 7839 29
370 9762 21
371 3074 31
371 7641 5
372 821 40
372 4429 26
372 6533 33
372 7880 25
372 7910 5
373 2909 34
373 3267 13
373 6322 39
373 7872 27
373 8737 28
373 9107 32
374 8572 8
375 2280 34
375 4035 27
375 9408 22
376 4447 39
376 4588 48
376 7802 41
376 8938 6
376 9135 39
377 4491 1
377 7944 12
377 9140 13
378 63 50
378 609 45
378 4939 44
378 6472 27
378 6479 24
378 6567 24
378 6677 34
378 6752 23
378 7210 44
378 9245 41
379 3037 9
379 4660 2
379 6735 5
380 1700 7
380 2810 35
380 6935 34
380 7357 16
381 5314 47
381 5535 42
381 7075 10
382 5581 9
382 8085 11
383 948 3
383 2753 26
383 6422 21
383 7545 31
383 7817 22
383 8911 44
383 9386 49
384 1736 16
384 2417 5
384 3144 16
384 3318 16
384 3771 5
384 3865 46
384 4785 13
384 8173 41
384 9142 31
384 9448 35
385 2361 14
385 9399 48
385 9899 35
386 405 38
386 9313 6
387 2348 38
387 3219 31
387 8577 31
388 550 36
388 1534 43
388 3160 50
388 3574 19
388 6470 25
389 1083 23
389 3548 48
389 4255 17
389 5327 29
389 6570 46
389 8698 10
389 9479 8
390 139 24
390 644 46
390 1140 48
390 2280 33
390 3348 48
390 5303 27
390 7220 29
390 9326 30
391 2429 31
391 9668 24
392 281 24
392 1154 41
392 3525 47
392 4123 34
392 5072 17
392 6068 38
393 6973 25
393 8898 12
393 9496 34
393 9624 31
394 242 46
394 1130 37
394 1145 30
394 1408 43
394 2166 7
394 3237 37
394 7683 39
394 8323 50
394 9524 36
394 9540 7
395 3835 19
395 4388 18
395 5037 23
395 5568 25
396 536 41
396 1043 10
396 2788 5
396 3051 8
396 4473 36
396 5576 37
396 6407 33
396 7192 22
396 8245 25
396 9576 29
397 2248 35
397 2964 43
397 4406 40
397 5001 0
397 5151 29
397 6751 0
397 7581 19
