500 1296
195 194
75 371 34
76 251 42
76 287 11
77 92 17
77 315 15
78 117 33
78 218 15
78 361 12
79 380 18
79 447 40
80 253 22
80 358 17
80 497 19
81 28 28
81 74 12
81 100 18
81 112 26
81 363 19
81 463 40
82 193 10
82 213 0
84 143 44
84 235 31
84 328 11
84 432 9
85 268 46
87 41 28
87 61 33
87 62 11
87 272 1
87 352 41
88 150 14
88 199 26
88 328 36
88 391 15
88 473 13
89 440 36
90 153 42
91 38 1
91 74 40
91 335 50
91 350 30
92 131 6
92 224 28
92 343 6
94 202 24
94 282 35
96 20 33
96 259 35
97 69 22
97 105 14
97 186 49
98 231 27
99 152 13
99 416 8
99 432 30
100 423 26
101 88 37
101 328 26
101 330 22
102 2 38
102 57 12
102 121 25
102 197 7
103 65 34
103 462 30
104 336 38
105 461 7
106 212 13
106 244 32
108 43 2
108 88 4
108 159 5
108 386 24
108 404 47
109 288 17
109 386 12
110 232 31
110 486 42
111 67 16
111 74 3
111 152 32
111 168 50
111 282 24
112 37 42
112 46 2
112 173 11
112 206 39
112 258 4
113 192 40
114 163 42
114 209 45
114 266 18
114 431 46
117 15 3
117 329 33
118 316 12
119 0 34
119 272 48
120 47 16
120 166 7
120 315 3
121 489 10
123 172 26
123 209 34
123 356 13
123 488 13
124 12 10
124 98 35
124 359 28
125 87 12
125 151 18
125 335 13
126 71 5
126 272 18
126 376 2
127 11 17
128 356 30
128 433 24
129 16 21
129 223 34
129 280 38
130 20 49
131 42 33
131 228 3
132 258 28
132 318 2
132 454 45
133 61 17
133 62 11
134 466 36
134 492 49
135 28 44
135 229 36
135 272 39
135 387 37
136 80 31
136 295 35
137 121 18
137 447 49
138 38 20
138 86 11
138 100 48
138 341 36
138 500 14
139 199 35
139 386 15
139 478 15
140 272 28
141 286 41
141 344 8
141 430 23
142 119 3
142 254 47
142 356 5
142 377 6
143 335 37
143 460 42
144 184 12
144 193 9
144 309 34
145 161 35
145 266 4
145 352 24
145 400 15
145 403 3
145 412 3
146 293 22
146 468 44
147 466 26
148 488 0
149 410 4
150 41 27
150 75 22
150 299 45
151 47 22
151 147 8
151 480 0
152 53 5
153 272 49
153 389 21
154 378 45
155 71 3
155 124 9
155 215 13
155 261 21
155 279 23
155 311 20
155 347 15
155 413 13
156 46 39
156 146 18
156 360 9
156 391 6
157 184 37
157 241 3
157 245 28
157 450 3
158 77 49
158 83 41
158 106 15
158 197 9
158 219 2
158 372 16
159 158 35
159 162 17
159 317 4
159 464 4
160 412 32
161 120 37
161 159 15
161 188 38
161 264 43
161 380 4
161 439 36
162 150 25
163 203 40
164 73 49
165 367 21
165 382 50
166 48 28
166 239 14
166 269 8
166 422 41
167 400 4
168 162 32
168 387 35
169 108 6
169 167 47
169 186 29
171 453 19
172 160 7
173 91 45
175 413 34
176 40 32
176 178 9
177 129 49
177 261 33
177 300 18
177 341 23
177 374 34
177 427 2
178 279 44
178 292 43
179 122 28
179 159 33
179 262 47
179 339 9
179 386 27
179 500 18
180 87 9
180 116 25
181 118 48
181 128 48
182 281 12
182 362 14
182 484 4
183 127 23
183 315 11
183 416 36
184 64 7
184 268 26
184 450 12
185 122 35
185 201 5
185 479 35
187 27 28
187 128 40
187 370 35
187 423 42
187 431 42
188 49 20
188 265 10
188 410 37
189 132 31
189 195 43
189 306 45
190 134 44
191 124 44
191 132 5
191 306 42
192 115 13
192 198 16
192 212 34
192 230 17
192 490 2
193 151 32
193 253 40
193 388 2
193 445 19
194 53 23
194 56 30
194 290 9
194 418 40
195 221 20
196 424 24
197 68 50
197 165 42
198 79 48
198 139 15
198 313 40
198 438 41
199 212 18
199 234 2
199 453 17
200 229 7
200 364 46
201 183 48
201 218 30
201 231 11
201 339 9
202 312 32
202 380 26
202 438 26
203 20 47
203 475 8
204 96 2
204 403 45
205 246 38
205 394 8
205 422 1
206 191 41
206 358 10
207 46 18
207 52 25
207 262 26
208 46 20
208 286 47
209 125 36
210 256 50
210 296 18
210 383 43
210 401 4
211 29 17
211 62 25
211 89 15
211 311 12
212 150 45
212 246 10
212 253 39
213 138 20
213 202 36
215 209 28
216 269 5
216 296 38
216 373 21
218 58 48
218 289 16
219 45 46
219 63 44
219 202 12
219 432 39
219 437 16
220 153 32
220 377 45
221 89 40
221 203 39
221 278 10
221 353 15
222 66 42
223 118 42
224 47 17
225 421 31
225 431 48
226 42 15
226 348 12
227 329 13
228 121 21
230 451 41
231 123 32
231 192 21
231 213 32
232 29 40
232 418 44
232 478 18
233 50 9
233 341 3
233 360 22
233 449 44
233 490 21
234 256 49
235 392 9
237 119 23
237 268 44
237 438 45
237 462 28
238 62 9
238 481 47
239 143 6
239 197 26
239 202 5
239 268 8
239 276 38
239 387 45
239 487 21
240 252 8
240 362 15
240 455 35
240 460 34
241 20 15
241 227 42
242 240 35
242 333 16
242 377 21
243 236 50
243 291 39
243 463 13
244 12 39
244 203 14
244 479 11
244 495 20
245 26 12
245 68 21
245 115 10
245 318 31
245 335 44
245 430 40
247 7 11
249 27 5
249 53 44
249 392 38
250 37 24
250 90 12
250 129 37
250 174 5
251 196 14
251 363 11
252 176 25
252 242 39
252 295 21
253 100 20
253 173 50
254 173 20
254 232 11
254 236 47
254 241 33
254 440 28
255 228 19
255 251 23
255 379 5
255 426 28
256 115 5
256 266 17
256 276 29
256 306 22
256 424 8
257 58 28
257 177 44
257 467 50
258 33 24
258 393 50
260 42 12
261 376 19
262 335 44
263 33 0
263 402 20
263 419 23
264 36 21
264 80 20
264 206 19
264 410 6
265 294 34
265 450 27
266 52 50
266 469 23
267 108 36
267 352 33
267 463 23
268 289 15
268 315 22
268 466 36
269 171 7
269 241 12
269 456 14
270 39 37
270 242 21
270 278 16
272 64 19
272 90 2
272 250 34
273 338 37
273 370 7
273 451 11
274 36 4
274 373 50
274 463 34
275 3 34
275 17 45
275 343 37
276 390 20
276 427 44
277 121 12
277 246 34
277 479 3
278 144 6
278 357 43
278 378 3
279 21 25
280 81 14
280 147 13
280 244 30
280 441 2
281 330 17
281 348 40
281 489 18
282 107 5
283 381 24
284 151 48
284 166 20
285 46 9
285 81 1
285 269 6
286 207 31
286 301 24
287 299 11
288 2 19
288 103 0
288 175 32
288 210 41
288 340 29
288 399 42
288 479 16
289 293 45
289 358 2
289 434 46
290 197 44
290 341 19
290 393 20
290 479 36
291 230 29
291 429 43
293 63 29
293 172 49
293 425 33
294 31 14
294 179 5
294 237 32
294 343 49
295 57 39
295 93 18
295 175 30
295 336 27
295 390 34
296 84 17
296 104 18
296 320 34
296 408 37
296 494 45
297 24 14
297 228 40
297 311 36
297 387 31
297 399 1
298 196 4
298 302 28
298 472 23
299 146 9
299 291 37
299 456 33
299 500 33
301 316 37
301 492 39
302 156 49
302 184 12
302 370 7
302 395 1
302 403 29
303 247 0
303 251 23
303 394 10
304 29 37
304 171 7
304 216 2
304 326 43
304 333 0
304 372 6
304 386 10
304 391 18
304 395 10
304 402 17
304 416 39
305 51 27
305 160 39
305 368 10
305 402 1
305 469 12
305 484 46
306 125 4
306 321 5
307 343 36
307 469 33
307 478 38
307 497 38
308 37 4
308 115 48
308 167 3
309 466 7
310 144 40
310 357 18
310 499 21
311 67 38
312 95 32
312 382 25
313 123 42
313 412 33
313 465 28
314 105 33
314 248 27
314 406 16
315 497 46
316 377 44
317 97 3
317 237 48
317 274 28
318 98 50
318 300 40
318 335 38
319 18 28
319 60 27
319 152 37
319 443 2
321 118 19
321 246 23
321 251 39
321 263 18
321 354 42
323 0 48
323 98 29
324 483 48
326 44 21
326 263 39
326 498 15
327 188 35
327 245 17
327 390 8
327 395 25
327 409 35
327 418 47
328 224 43
328 268 35
328 449 1
328 459 48
329 155 28
331 267 15
331 275 20
331 286 39
331 317 15
332 200 13
333 140 16
333 182 3
334 2 3
334 44 46
334 451 8
335 175 9
336 4 44
336 75 43
336 172 36
336 426 40
338 339 15
338 391 16
339 116 33
340 154 49
340 206 1
340 289 48
342 55 21
342 268 35
342 305 12
342 484 45
343 278 35
345 0 36
345 103 27
346 120 48
346 271 32
347 188 1
347 279 30
348 47 45
348 56 22
349 17 46
349 178 31
349 338 23
349 355 34
349 435 17
349 442 8
350 411 16
351 199 38
351 419 10
352 36 13
352 245 27
353 41 23
353 247 9
353 341 32
357 367 10
357 384 11
357 457 21
358 48 4
358 115 20
359 247 22
359 279 43
360 247 34
360 332 1
360 438 17
362 357 43
362 421 27
362 496 1
363 103 49
363 140 44
363 146 47
363 198 5
363 290 4
363 355 10
363 427 22
364 155 13
364 184 1
364 209 33
364 420 36
365 27 45
365 50 48
365 249 16
366 242 49
366 339 2
367 466 29
368 44 0
368 164 48
368 176 49
368 182 48
368 213 49
368 462 2
369 190 12
369 394 15
369 494 21
369 498 47
370 330 12
371 47 47
371 73 34
371 175 44
372 107 17
372 143 4
372 389 9
372 394 44
373 46 23
373 273 36
373 385 14
373 391 22
374 188 33
374 276 45
375 187 9
375 275 23
375 415 40
375 481 11
376 113 42
376 138 19
376 443 15
376 487 30
377 20 41
377 30 9
377 64 50
377 263 32
378 230 12
378 440 41
379 74 41
379 127 0
379 249 34
379 427 10
379 472 48
380 141 49
380 351 25
381 30 47
381 176 6
381 300 28
382 184 11
384 159 34
384 197 8
385 8 16
385 61 16
386 108 23
386 211 0
386 328 38
387 295 32
387 384 19
388 302 39
388 307 18
388 429 23
388 482 49
389 8 30
389 147 7
389 209 11
389 406 24
390 2 43
390 273 46
390 331 33
390 402 2
391 131 8
392 234 43
392 297 37
393 353 33
393 380 42
393 440 30
393 455 4
394 149 29
394 389 13
395 186 12
395 311 4
396 29 18
396 48 37
396 90 4
396 148 28
396 206 43
397 148 15
397 233 49
397 500 23
398 181 23
398 409 37
398 482 38
398 485 18
399 138 17
399 260 28
400 67 19
400 287 19
401 351 37
401 361 38
401 423 46
401 452 46
401 497 4
402 131 27
402 436 42
402 496 49
403 105 42
403 354 47
404 41 30
404 264 35
405 136 5
405 256 5
405 271 28
405 304 26
405 441 9
406 155 23
406 178 7
406 407 16
407 140 38
408 308 9
408 418 18
409 344 35
409 477 23
409 484 25
410 60 46
410 314 26
411 312 3
412 443 17
413 143 8
413 234 42
413 384 13
413 483 13
414 303 28
414 325 23
414 343 50
414 403 29
415 44 12
415 102 5
415 244 21
415 404 7
415 459 41
416 152 25
416 226 8
416 298 24
416 349 26
416 383 33
416 393 46
416 427 42
416 463 49
417 160 17
417 423 35
417 456 42
418 118 47
418 148 26
418 227 43
418 284 36
418 293 15
418 299 26
418 353 33
418 479 13
419 141 33
419 185 6
420 375 43
421 13 45
421 182 20
423 203 2
423 242 11
423 478 6
424 38 29
425 137 15
425 480 12
426 118 43
426 268 21
426 427 16
427 314 48
427 431 31
428 382 31
428 402 48
429 202 28
430 160 29
430 164 27
430 382 28
431 171 15
432 111 28
432 263 37
432 299 17
434 45 13
434 151 48
434 357 50
434 457 30
435 0 30
435 147 22
435 224 24
435 263 44
435 401 17
436 0 33
436 30 12
436 70 35
436 442 23
437 151 23
437 234 6
437 451 11
438 207 0
438 276 10
438 479 0
440 176 6
440 294 47
440 409 10
440 472 22
441 72 36
441 149 0
441 194 13
441 316 7
442 9 8
442 175 14
442 257 45
442 323 15
442 421 28
442 424 40
442 497 43
443 26 29
443 56 50
443 314 50
443 373 26
444 141 26
444 318 39
444 463 13
445 153 15
445 178 1
445 358 17
445 400 2
445 440 49
446 184 13
446 317 35
446 369 1
446 376 45
446 459 27
447 46 32
447 84 5
448 59 16
448 373 45
449 65 14
449 160 45
449 279 13
449 375 24
450 21 26
450 146 35
450 235 5
451 19 46
451 491 27
452 309 37
453 328 13
454 97 33
454 223 17
455 269 14
455 411 40
455 430 47
455 457 24
456 119 22
456 426 15
457 67 6
457 94 32
457 373 25
457 400 13
457 445 40
458 60 2
458 313 4
458 424 24
459 193 0
459 341 39
459 466 18
459 475 37
460 52 34
460 197 32
460 440 9
461 145 1
463 4 1
463 89 41
463 111 21
463 270 21
464 82 35
465 116 19
465 154 25
466 81 42
466 152 39
466 172 22
466 177 34
467 164 14
467 236 35
467 338 40
468 2 32
468 236 25
469 319 6
469 471 40
470 381 24
471 443 15
471 483 50
472 133 5
472 380 2
472 478 49
473 33 18
473 155 20
473 213 21
473 277 42
473 431 20
473 499 50
475 107 20
475 193 49
475 489 3
476 213 0
477 123 16
477 218 7
477 229 45
478 154 22
478 411 35
478 472 6
479 32 50
479 128 14
479 134 40
479 355 50
480 58 30
480 258 6
481 155 9
482 13 23
482 173 32
482 214 42
482 238 37
482 269 10
482 404 33
483 325 6
483 349 47
484 194 42
484 284 39
485 34 39
485 223 1
485 283 29
485 362 4
485 466 42
485 494 15
486 26 49
486 40 17
486 155 18
486 309 22
486 367 36
487 114 9
488 3 32
488 13 6
488 25 26
488 125 28
488 235 5
489 320 44
490 8 13
490 266 32
490 273 36
490 353 7
490 400 7
491 3 6
491 268 0
491 308 43
491 442 14
493 201 50
493 257 16
494 92 50
494 351 14
494 384 5
495 100 14
495 166 36
495 364 37
497 251 26
498 36 27
498 476 18
499 123 20
499 239 12
499 408 20
499 469 11
500 174 21
500 191 42
195 221 278 378 440 409 484 194
151
