500 1297
499 151
322 167 40
323 204 22
323 476 7
324 356 3
325 33 32
325 97 34
326 59 39
326 397 23
326 427 11
328 85 14
329 62 47
329 232 15
329 255 26
329 264 17
330 196 26
331 469 46
331 472 17
332 113 47
332 333 27
332 475 8
333 270 35
333 381 0
333 471 24
333 478 3
334 206 31
334 250 19
334 256 49
334 289 7
335 193 30
335 382 29
335 452 13
336 21 2
336 113 43
336 233 31
336 242 44
337 128 32
338 23 30
338 167 12
338 427 50
341 155 46
341 391 13
341 455 49
342 69 31
342 372 32
342 401 49
342 457 7
343 11 39
343 282 38
343 396 41
344 46 9
344 349 43
344 453 4
345 119 41
345 139 49
345 325 34
345 437 50
346 211 0
346 275 8
346 276 43
346 278 0
346 416 49
346 436 36
347 27 19
347 183 33
347 336 30
347 445 40
348 184 25
348 493 36
349 154 31
349 313 10
349 385 1
349 451 2
351 88 35
351 105 38
351 142 42
351 272 39
352 19 0
352 231 30
352 289 49
352 367 31
352 455 48
353 154 16
354 160 7
355 242 43
355 388 43
356 3 40
356 144 47
356 411 17
357 14 36
357 72 44
357 271 41
357 318 35
357 439 31
358 327 48
359 84 17
359 473 10
360 409 11
361 172 18
361 484 1
362 49 29
363 427 39
364 37 21
364 41 39
364 146 23
364 367 32
364 460 17
365 340 35
366 42 49
366 110 0
366 115 19
366 123 3
366 313 43
367 208 3
368 152 30
368 431 3
369 101 28
369 128 18
369 330 35
369 440 20
369 456 34
370 53 42
370 128 6
370 366 8
371 153 33
371 197 47
371 283 44
371 399 7
371 454 49
372 21 26
372 314 1
372 499 2
373 162 16
373 260 1
373 351 18
373 440 47
374 8 34
374 69 15
374 384 26
375 9 32
375 110 19
375 244 50
375 418 3
376 84 18
376 160 14
376 339 22
377 49 15
377 136 25
378 40 29
378 115 16
378 441 8
379 176 42
379 265 4
380 26 33
380 214 47
380 336 48
381 298 49
381 371 37
381 416 41
382 155 4
382 278 20
382 290 15
383 335 5
384 23 37
384 260 42
384 320 24
386 143 1
386 375 36
388 402 13
389 3 13
389 84 2
389 133 18
389 159 19
389 222 23
390 480 41
391 387 37
392 263 48
393 421 31
394 46 25
394 154 29
394 402 33
395 500 24
396 329 6
397 251 7
397 436 9
398 374 49
399 6 8
399 10 0
399 55 6
399 177 23
400 64 16
400 137 1
400 253 12
400 472 37
401 102 48
401 269 4
401 272 18
401 458 10
402 209 1
402 235 31
402 276 21
403 30 12
403 123 42
403 424 2
404 84 26
404 401 37
404 421 27
405 428 10
405 445 42
407 423 5
407 445 39
408 30 37
408 489 18
409 213 19
409 254 27
409 360 47
410 33 29
411 78 5
411 130 28
411 272 49
412 192 34
412 315 39
412 416 12
413 44 9
413 221 9
414 432 21
415 37 27
415 304 21
416 146 20
416 447 21
416 478 31
417 226 25
417 343 3
417 408 31
417 455 39
418 65 8
418 246 38
418 411 11
419 2 1
419 44 30
419 101 8
419 269 30
419 394 5
419 490 6
420 42 49
420 343 32
420 488 40
421 482 22
422 29 16
422 177 32
422 290 20
422 313 43
423 25 9
423 183 25
423 422 1
423 444 9
423 478 27
424 112 3
424 268 44
424 438 18
425 71 12
425 338 35
425 430 49
426 113 37
426 378 2
427 191 30
428 184 20
428 365 26
429 274 12
429 308 39
429 346 18
430 69 8
430 149 44
431 137 45
431 172 11
431 179 43
431 220 14
432 471 7
433 222 39
433 320 30
433 368 39
433 372 48
434 103 7
435 276 17
435 338 8
435 423 29
436 226 20
436 432 7
436 434 29
437 425 32
438 0 48
438 126 46
439 5 8
439 172 8
439 386 5
440 105 43
440 180 9
440 195 35
441 289 13
441 341 30
441 352 37
441 381 29
441 459 24
442 31 49
442 86 34
442 409 30
443 24 49
443 86 38
444 220 27
445 153 47
445 235 35
445 332 18
445 384 49
446 24 3
446 174 45
446 335 17
447 40 38
447 151 47
448 11 26
448 357 4
449 89 38
449 139 6
449 179 35
449 411 25
450 140 32
450 182 22
450 262 49
450 404 26
450 417 39
451 184 2
451 416 15
451 473 27
452 35 30
452 121 33
452 268 16
453 80 17
453 82 25
453 233 41
453 242 17
453 468 5
454 75 24
454 182 20
454 199 17
454 398 38
455 21 8
455 24 4
455 75 23
455 82 30
455 201 36
455 412 12
455 456 44
456 323 29
456 436 24
457 78 11
457 161 23
457 217 43
457 321 43
457 358 3
458 132 37
459 1 29
459 263 27
460 209 1
460 339 15
460 447 38
461 20 42
461 236 49
461 267 16
461 294 4
461 375 24
461 455 21
462 81 49
463 163 29
463 191 40
464 0 42
464 106 17
464 233 38
464 316 31
464 336 19
465 57 2
465 258 34
466 32 4
466 62 10
466 272 30
467 68 29
467 378 31
468 164 26
468 322 8
469 156 10
469 274 50
470 240 33
472 91 36
472 259 14
472 302 48
472 313 13
472 454 28
473 14 37
473 32 23
473 199 23
473 228 8
473 296 1
473 320 25
474 178 7
474 443 32
475 382 37
476 10 10
477 96 38
478 17 45
478 80 34
478 446 1
479 109 17
479 322 8
480 26 43
480 166 7
481 37 4
481 206 3
482 2 31
482 114 40
482 303 11
482 481 3
483 114 1
483 337 4
484 90 11
484 211 3
485 225 43
485 286 32
485 408 30
485 466 13
486 261 17
486 314 3
486 413 12
486 445 8
486 447 13
487 129 33
489 24 42
489 219 14
490 73 10
490 188 8
490 434 33
490 477 48
491 83 46
491 96 36
491 115 3
491 139 2
491 168 17
491 280 16
492 115 48
493 5 8
493 30 40
493 356 42
494 6 5
494 93 7
494 206 4
494 388 11
494 435 8
494 438 10
494 453 1
495 60 47
496 349 2
497 441 35
498 88 0
498 385 19
498 387 21
498 395 0
499 41 6
499 41 386 143 359 473 199 270 90 265 198 151
143
